,carbon dioxide,methane,nitrous oxide,isoprene,ammonia,sulfur dioxide,acetaldehyde,trichloroethylene,methylethylketone,black carbon,benzene,tropospheric ozone,ethanol,acetone,carbon monoxide,HFC-161,HFC-152,HCFC-151,HCFC-141a,HCFC-131,methylbromide,HCFC-31
2045,3.785154561940119e-14,3.973139038285543e-12,9.243847218865716e-12,5.2350023698772215e-11,2.977410844152977e-13,1.179699921284863e-13,3.254719566728044e-11,3.143691599746089e-12,7.681825100891169e-12,3.240635525966659e-09,3.5560573245672833e-12,5.162084481326112e-12,9.819404077184165e-12,3.457391708305052e-12,4.3591134659230146e-13,2.3096437953325494e-12,5.79476336666968e-12,2.5755512326987507e-12,3.4732561785394064e-12,5.219272862605305e-12,3.35362925193094e-13,7.068475482991164e-12
2046,3.4703203441823793e-14,3.662155224284741e-12,8.540851583992318e-12,4.870063089390029e-11,2.761647422250652e-13,1.0967805905887098e-13,3.027828600342254e-11,2.9245397985405907e-12,7.146280754565714e-12,3.0143556301381235e-09,3.30815419479984e-12,4.802233176068801e-12,9.13490534856598e-12,3.2190238663455844e-12,4.061901842007462e-13,2.1589275082301217e-12,5.437963622167673e-12,2.4176331816867506e-12,3.260385891629545e-12,4.900127114157399e-12,3.148325808677945e-13,6.63450187798377e-12
2047,3.2344011656214286e-14,3.3806206716742704e-12,7.904199722903701e-12,4.8463988052516684e-11,2.7583194569145066e-13,1.0988640270311421e-13,3.0133058015787735e-11,2.9106019814503573e-12,7.114442367040132e-12,3.0229612234980526e-09,3.2923755430974694e-12,4.778893848896663e-12,9.090389519872112e-12,3.189509086376488e-12,4.011706638759881e-13,2.101892578710665e-12,5.184176860344746e-12,2.298151309520327e-12,3.0981583060863098e-12,4.611669268121176e-12,2.9593677783804124e-13,6.223093938194048e-12
2048,2.8395584197001518e-14,2.877431268313845e-12,6.810453302962307e-12,3.919599140560615e-11,2.2597474966270823e-13,8.927196288525424e-14,2.4370930231721487e-11,2.354033795367089e-12,5.754381322300092e-12,2.448499285083342e-09,2.6627824795117305e-12,3.864986018953094e-12,7.351952264297684e-12,2.5794435956308468e-12,3.245899785156916e-13,1.7024828925564914e-12,4.22778136577475e-12,1.8768662065975143e-12,2.530690731154663e-12,3.790540796753188e-12,2.434884930538995e-13,5.129965894135757e-12
2049,2.6976911958364514e-14,2.779965013497956e-12,6.578512067795891e-12,3.404171589917172e-11,1.931991311384449e-13,7.702953333873614e-14,2.1165499964598902e-11,2.0443931549468403e-12,4.996726132968529e-12,2.1188799912980612e-09,2.312547670234929e-12,3.3567583543828122e-12,6.385239933548141e-12,2.2443232907458658e-12,2.827958221021498e-13,1.4921887596566987e-12,3.74049267011199e-12,1.6629479298161104e-12,2.2426597791984715e-12,3.3777901214369203e-12,2.1715396222112631e-13,4.582140747496531e-12
2050,2.555422386392273e-14,2.7083595037408348e-12,6.406671590459181e-12,3.343946191603641e-11,1.9626684608175349e-13,7.734845075387486e-14,2.0793524125028613e-11,2.0085279036197695e-12,4.911536101077702e-12,2.1062461232126503e-09,2.271875234081589e-12,3.297335310806267e-12,6.272151133938494e-12,2.1997760653571552e-12,2.769207130313922e-13,1.4528639438425352e-12,3.625135602154331e-12,1.6110038189704007e-12,2.1725097404122814e-12,3.2698895796026442e-12,2.102193427541056e-13,4.436215285612079e-12
2051,2.44905636866661e-14,2.4120713707376767e-12,5.746871125165304e-12,3.0165612342424156e-11,1.7890936582814943e-13,7.036515754484446e-14,1.8758847911351108e-11,1.812025613941127e-12,4.432148476211997e-12,1.911479753010655e-09,2.04956716990876e-12,2.9745032393724963e-12,5.6580520314617836e-12,1.9846870551084716e-12,2.5010230964293547e-13,1.3155815579758169e-12,3.3134229182413604e-12,1.474936988666462e-12,1.9894406359398816e-12,3.0145673818533075e-12,1.9400305443908786e-13,4.101773551541639e-12
2052,2.432144842875811e-14,2.4670575342058792e-12,5.851406217299978e-12,3.016612911113024e-11,1.8005943625626518e-13,7.087339547017703e-14,1.8760131209701494e-11,1.8121826289753244e-12,4.433541056278268e-12,1.9218512856977188e-09,2.049718262111966e-12,2.974548267037664e-12,5.658107236508986e-12,1.9821912300795707e-12,2.4974102346041457e-13,1.3104639569840258e-12,3.3081258240684116e-12,1.4736459952094217e-12,1.987889961663116e-12,3.0219917862917532e-12,1.9457750646577917e-13,4.1176307129420405e-12
2053,2.4514020542193074e-14,2.5661169825460834e-12,6.045833404840077e-12,2.7210644827758494e-11,1.5157782393273915e-13,6.003831611824467e-14,1.691493006265172e-11,1.6336953317250552e-12,3.989282991513494e-12,1.6559389176601252e-09,1.84804772202706e-12,2.6831796780527655e-12,5.104100593711686e-12,1.8092863434674988e-12,2.2920387705209817e-13,1.2406480394357642e-12,3.2247984996714733e-12,1.4417645417205432e-12,1.9457412206982255e-12,2.9924180145767003e-12,1.9294290450860399e-13,4.092703403434946e-12
2054,2.6254286257740453e-14,2.757666843958225e-12,6.4279751993555664e-12,3.200770650753068e-11,1.790665179180773e-13,7.111649479123031e-14,1.9898163579637625e-11,1.9218820194150795e-12,4.694434001025507e-12,1.9628501147048176e-09,2.1740334477405204e-12,3.1562033708818984e-12,6.0038543760514005e-12,2.123000481973337e-12,2.687322328283337e-13,1.4464213321708374e-12,3.7332811556658094e-12,1.666223805004529e-12,2.248139847732409e-12,3.427826228224652e-12,2.2068553886697762e-13,4.667644723164208e-12
2055,2.4459931121069917e-14,2.617010601045673e-12,6.086534366370324e-12,3.3074809872372506e-11,1.8517178480435498e-13,7.382123026109662e-14,2.056215201234094e-11,1.9860291045352855e-12,4.851678359923125e-12,2.0339173354923195e-09,2.2465752147598215e-12,3.2614284199813047e-12,6.203989011712343e-12,2.1886453977366506e-12,2.761503483091886e-13,1.470086141369309e-12,3.6946081561467394e-12,1.6420777063667955e-12,2.214410455645616e-12,3.32695438648347e-12,2.137713087146217e-13,4.505788145644772e-12
2056,2.0546278912310038e-14,2.1935940164400632e-12,5.1539846384871694e-12,2.630835634894315e-11,1.5289428223106248e-13,6.029685547990472e-14,1.6358230451344408e-11,1.5800746574947527e-12,3.862810311942137e-12,1.6467810960508358e-09,1.7872778504556095e-12,2.5941728829930367e-12,4.934636775217166e-12,1.7343483261336391e-12,2.186832249854114e-13,1.155569568164203e-12,2.9188146548800377e-12,1.2996246282506315e-12,1.7530237624880421e-12,2.6567393904826306e-12,1.7095338209328294e-13,3.6131396300680333e-12
2057,2.1404960578352173e-14,2.2072017048547597e-12,5.1620284832633626e-12,2.6937089780821116e-11,1.552198128448385e-13,6.165431355740293e-14,1.674936616736937e-11,1.6178699122079487e-12,3.955454676251217e-12,1.6887862446301082e-09,1.8300319283559234e-12,2.6561778222304717e-12,5.052579732023231e-12,1.7763132125734096e-12,2.2415628402171356e-13,1.1872251953761246e-12,3.0155979019125755e-12,1.343477240084899e-12,1.812286385563778e-12,2.7484897495370616e-12,1.7684066050923252e-13,3.736432856064314e-12
2058,2.101294866930868e-14,2.1453718301868805e-12,5.000677396316798e-12,2.8851405465580268e-11,1.6532567431041161e-13,6.562474441383331e-14,1.793896388789059e-11,1.7327586825167599e-12,4.2356625804780965e-12,1.8020105696218905e-09,1.9600198607695425e-12,2.8449469525885133e-12,5.4116595611862814e-12,1.9018122306758323e-12,2.396897551902305e-13,1.2649252955810661e-12,3.1662084168808483e-12,1.4066404561789071e-12,1.89681387317689e-12,2.844791718555874e-12,1.8273503386327537e-13,3.849328846836168e-12
2059,1.791785560499213e-14,1.885255284083527e-12,4.4201528580305016e-12,2.6405803895066227e-11,1.5176159152401382e-13,6.058652934098798e-14,1.6419645205485838e-11,1.5860583619659829e-12,3.878478600994196e-12,1.6640034828042647e-09,1.7940588562705045e-12,2.6037921706456124e-12,4.952869196864869e-12,1.7333489600013599e-12,2.1788349538706167e-13,1.1352255447994822e-12,2.8010552949223885e-12,1.2423810318930012e-12,1.674990502080475e-12,2.500555290925024e-12,1.60546942227349e-13,3.3794251939777393e-12
2060,1.6922153492211516e-14,1.7813261136547593e-12,4.182318912036316e-12,2.1709644162123865e-11,1.2565159260048965e-13,4.9982935350814144e-14,1.3499665553602298e-11,1.3040038130989146e-12,3.1889114500698887e-12,1.3695567113359056e-09,1.474999802102372e-12,2.1407137334533692e-12,4.072023366016535e-12,1.4270438572309162e-12,1.796806648570734e-13,9.419492011136638e-13,2.3571121972562984e-12,1.0479519313020553e-12,1.4132813342218448e-12,2.1290840813222848e-12,1.368767315311577e-13,2.8881040468123986e-12
2061,1.6553701248248578e-14,1.879980026710788e-12,4.375515488783133e-12,2.197317742121946e-11,1.223550638730629e-13,4.889311570169507e-14,1.3660408723158593e-11,1.3194257049008716e-12,3.22334298529186e-12,1.3526470290630437e-09,1.4925408130011078e-12,2.166726249593446e-12,4.1215932258991646e-12,1.4521276305353204e-12,1.8316073765397067e-13,9.72368107139125e-13,2.446001856775659e-12,1.087511515042379e-12,1.4666207312808566e-12,2.206416258263587e-12,1.4179698242851327e-13,2.9896625822022114e-12
2062,1.590233298794144e-14,1.6882550456003252e-12,3.947419037636879e-12,2.599679466051338e-11,1.5178563832710762e-13,6.042081079362939e-14,1.616675928934081e-11,1.5616827323494057e-12,3.820427554387212e-12,1.654203261575306e-09,1.7664479664407737e-12,2.563447934748764e-12,4.8760737976430115e-12,1.7009691374725927e-12,2.1339825986859974e-13,1.100888634568697e-12,2.681238869824561e-12,1.1869301640104998e-12,1.5998419366685761e-12,2.3709778791714654e-12,1.5206640064086524e-13,3.194721238678078e-12
2063,1.4086745857479079e-14,1.56898892539893e-12,3.677470099053549e-12,2.1417250407500562e-11,1.256737852193457e-13,4.9978726551748913e-14,1.3319156248026274e-11,1.2866153683764445e-12,3.147797058434287e-12,1.3656044476865329e-09,1.45529950209045e-12,2.1118725405751e-12,4.017104867526696e-12,1.401347345034907e-12,1.758806447382178e-13,9.082711188967648e-13,2.224315033989225e-12,9.857998739009498e-13,1.328942464998825e-12,1.9796340175932766e-12,1.2707366571135702e-13,2.6739390236483688e-12
2064,1.331768486195682e-14,1.4310851777540687e-12,3.369537950572393e-12,1.9974697979400603e-11,1.1977167302523597e-13,4.722525348601494e-14,1.2423038258717933e-11,1.2000823988067767e-12,2.9371311219019266e-12,1.2842200317224562e-09,1.3573853810106343e-12,1.9696129496420923e-12,3.74648215513087e-12,1.3052081563165436e-12,1.6378600348230963e-13,8.435869586306132e-13,2.067746650972133e-12,9.167687934858304e-13,1.2359484535666183e-12,1.844778169919113e-12,1.1845809009691232e-13,2.494301716361404e-12
2065,1.3367367607986016e-14,1.3123949963765235e-12,3.105377015912346e-12,1.8244426617866416e-11,1.0665805199685609e-13,4.2043279512303406e-14,1.134479375554834e-11,1.095849819344975e-12,2.679802609309589e-12,1.1502223135931888e-09,1.2395556025218056e-12,1.7990138639653885e-12,3.422037175313523e-12,1.1973139301440388e-12,1.5051933231592664e-13,7.841838414391222e-13,1.943890633448768e-12,8.631772503449081e-13,1.1639185211033532e-12,1.746551878326444e-12,1.122307234155846e-13,2.3661654475797677e-12
2066,1.3217298458562413e-14,1.3881927896298838e-12,3.2583098494348296e-12,1.9391483318173478e-11,1.1385983773266397e-13,4.5315091312357064e-14,1.2059461791875028e-11,1.1649320191728045e-12,2.850178924400756e-12,1.23729938285572e-09,1.3176552573144738e-12,1.9121192681073416e-12,3.6371509464576372e-12,1.270214015541549e-12,1.5962631926601456e-13,8.283208534024185e-13,2.0472828838234098e-12,9.085519720619792e-13,1.2250066378236802e-12,1.8330481321640645e-12,1.1773169855002233e-13,2.4798150558504665e-12
2067,1.408735737237337e-14,1.514525946042418e-12,3.51552603415017e-12,2.1848958047457788e-11,1.283115474288901e-13,5.105349095460064e-14,1.35879797372463e-11,1.3126089144393599e-12,3.211896502008797e-12,1.3985820093447844e-09,1.484713143268655e-12,2.154440855129523e-12,4.098039584127314e-12,1.4258524217707752e-12,1.7871997770266357e-13,9.160305409966126e-13,2.224001664440165e-12,9.843382791495756e-13,1.326746677649169e-12,1.9659006161709757e-12,1.2609056475289046e-13,2.649275284495004e-12
2068,1.3137944177473104e-14,1.4174090838560428e-12,3.29352188750054e-12,2.0248647684794694e-11,1.2429916194268803e-13,4.893876183635649e-14,1.259536073189699e-11,1.2167949769142488e-12,2.980077098552007e-12,1.3227640819799965e-09,1.3762340936534346e-12,1.996610689469385e-12,3.797768261591325e-12,1.3164695460966814e-12,1.6475873731038662e-13,8.360709140589677e-13,2.014359032572289e-12,8.90985501232729e-13,1.2008378012992856e-12,1.7776089256950596e-12,1.1401731704367914e-13,2.395996538701059e-12
2069,1.1307433188716692e-14,1.205639442134881e-12,2.8302235528714214e-12,1.7292759585879732e-11,1.05610564100868e-13,4.179988892777529e-14,1.0757001732761522e-11,1.0392188852930993e-12,2.5455851076385996e-12,1.134105452666631e-09,1.175395696224181e-12,1.7051495356120711e-12,3.2433605330961736e-12,1.1233332810174797e-12,1.4070180069109544e-13,7.144085766681395e-13,1.7427316842479525e-12,7.727790089661398e-13,1.0418591657237392e-12,1.5580788954622965e-12,1.0008870639590666e-13,2.1091711582644942e-12
2070,1.2549734803687044e-14,1.2825025596972357e-12,2.9855208227635153e-12,1.7364392585657882e-11,1.0389650387066618e-13,4.098400330502985e-14,1.079938642319712e-11,1.0432245367340102e-12,2.552975947646251e-12,1.113706329287062e-09,1.179966305933368e-12,1.712224279130565e-12,3.2569131055566018e-12,1.1374637457600768e-12,1.430566027476106e-13,7.437467308602734e-13,1.8509556499980964e-12,8.223216886695961e-13,1.1088915707007977e-12,1.6655245222497417e-12,1.0702252345866306e-13,2.256047210731761e-12
2071,1.3867576575884031e-14,1.4448756758517284e-12,3.320059237968657e-12,2.3002745118699325e-11,1.386548974087327e-13,5.4742534837595615e-14,1.430707838064222e-11,1.382116334543243e-12,3.3835274270054024e-12,1.4880508624244368e-09,1.5632693048144154e-12,2.268191491973147e-12,4.314379908054276e-12,1.4986830324793945e-12,1.8770026046242648e-13,9.575481865322854e-13,2.309321248884292e-12,1.020899795939122e-12,1.3758178710405139e-12,2.0282462067773406e-12,1.2997978409320946e-13,2.7265589239338177e-12
2072,1.2665882302064537e-14,1.3549892227039759e-12,3.1123254482215146e-12,2.095398828811145e-11,1.326942101097181e-13,5.178262682018445e-14,1.303601433442665e-11,1.259422710872702e-12,3.0864391805456465e-12,1.3887310672277261e-09,1.4243752220111865e-12,2.066137335442104e-12,3.929975305550379e-12,1.3590768258536e-12,1.6993315174717144e-13,8.568023999222815e-13,2.0461050811802533e-12,9.03504644742556e-13,1.2174442592190747e-12,1.788836854254146e-12,1.1459737903865977e-13,2.40257152882184e-12
2073,1.0185336378545672e-14,1.0656894488576878e-12,2.4820055691287957e-12,1.6651789660180732e-11,1.0506698519754821e-13,4.117081069303467e-14,1.0359703377533996e-11,1.0008747977050822e-12,2.453080801241065e-12,1.1064025456046025e-09,1.1319699168494999e-12,1.6419279199388307e-12,3.1230727424407893e-12,1.078238604216608e-12,1.3476926182470345e-13,6.770212630975238e-13,1.6229439831405112e-12,7.176005752096065e-13,9.671171767332075e-13,1.430315810540483e-12,9.173147586647266e-14,1.9272833124454038e-12
2074,9.692113893608044e-15,1.0003635595862414e-12,2.3346251242818983e-12,1.457621732670883e-11,8.794448863168447e-14,3.4740252170114217e-14,9.066014895293363e-12,8.758047783794994e-13,2.1439836533346656e-12,9.42266433847797e-10,9.905866096379058e-13,1.4372913050523135e-12,2.7339177080500095e-12,9.51355050359637e-13,1.1935804374670518e-13,6.132854832948037e-13,1.503205592304998e-12,6.664732976994742e-13,8.985089927682084e-13,1.3405099992100162e-12,8.606544071019086e-14,1.8116518743707901e-12
2075,1.03851808414789e-14,1.0776160770386861e-12,2.4912513409824363e-12,1.62830033173858e-11,9.86008171020852e-14,3.888343743139504e-14,1.012773768972312e-11,9.783768967364237e-13,2.395257444957618e-12,1.0544231024982336e-09,1.1065992157350445e-12,1.6055869766371717e-12,3.0540295886627132e-12,1.0616234836920822e-12,1.3303759293831338e-13,6.804162954645271e-13,1.647514103915794e-12,7.288340591219342e-13,9.823034330182627e-13,1.452796825563027e-12,9.315558089545942e-14,1.9563294383971045e-12
2076,9.547953515509495e-15,1.003261981412843e-12,2.322209097315102e-12,1.4794049594984607e-11,9.331739229143838e-14,3.6582102819797765e-14,9.203967945109972e-12,8.892178684790196e-13,2.17945134293627e-12,9.833139701240853e-10,1.005686009362709e-12,1.4587481103259585e-12,2.7746519255646e-12,9.580379641469562e-13,1.1973021867920799e-13,6.013714101228496e-13,1.4387992317077763e-12,6.359904219215206e-13,8.571005667078239e-13,1.266806419956776e-12,8.124465315099505e-14,1.707057946085122e-12
