,carbon dioxide,methane,nitrous oxide,isoprene,ammonia,sulfur dioxide,acetaldehyde,trichloroethylene,methylethylketone,black carbon,benzene,tropospheric ozone,ethanol,acetone,carbon monoxide,HFC-161,HFC-152,HCFC-151,HCFC-141a,HCFC-131,methylbromide,HCFC-31
2038,1.5447993921204396e-14,4.937471208591464e-12,1.1621168708488549e-11,7.468831908595859e-13,3.961042780020496e-12,3.1077435144737915e-13,4.2684669957832793e-13,5.0508222115385734e-14,5.060675551787381e-13,3.862509377532423e-09,4.2487603152856643e-14,2.215031158419472e-12,1.0576576803260916e-12,5.142014890317213e-13,3.9621185548977676e-14,5.319243613982668e-13,1.047958490372321e-12,4.584837083183062e-13,6.172872114079369e-13,9.149053961025992e-13,5.898002338634171e-14,1.254671101589481e-12
2039,1.4714707467585784e-14,5.062979432239499e-12,1.1845107898337501e-11,7.366961027101398e-13,3.907016270309709e-12,3.0653555513823e-13,4.210247383826283e-13,4.9819316919421846e-14,4.991650637888233e-13,3.809826810849274e-09,4.190809491934197e-14,2.1848193012349455e-12,1.0432317867219082e-12,5.071852030419979e-13,3.907397454597349e-14,5.245318942216297e-13,1.0295005489668958e-12,4.49892061052266e-13,6.056260873455788e-13,8.926041608775063e-13,5.748868279817884e-14,1.2207985947816538e-12
2040,1.3862640350798611e-14,5.040787778113415e-12,1.1745531703593247e-11,6.886738225550051e-13,3.65233346526533e-12,2.865537251106184e-13,3.9357981521217464e-13,4.6571794385448e-14,4.666264845174813e-13,3.561479398965198e-09,3.9176273388617197e-14,2.042399639179333e-12,9.75227664388897e-13,4.741223509017359e-13,3.652341615518581e-14,4.902697246022485e-13,9.60609686874068e-13,4.196181349521753e-13,5.648441932701138e-13,8.314636408110307e-13,5.354536888812144e-14,1.1369263315889215e-12
2041,1.3054485035530059e-14,4.911862828747271e-12,1.1414960137314101e-11,6.205607072630754e-13,3.2911003208411097e-12,2.582121993018125e-13,3.5465290024586284e-13,4.196562249908342e-14,4.2047490666268485e-13,3.2092321536560055e-09,3.530155369021607e-14,1.8403966186018506e-12,8.787730189654389e-13,4.2723223198085246e-13,3.2917829752954746e-14,4.419160161476639e-13,8.696576762160014e-13,3.8038400100676774e-13,5.121212303741401e-13,7.586132156883824e-13,4.8904625241142976e-14,1.0404144239333808e-12
2042,1.2451484821231302e-14,4.4216092664471594e-12,1.0318785130114938e-11,5.980272878148245e-13,3.1715959063530322e-12,2.4883615643376756e-13,3.4177496184878874e-13,4.0441792577028845e-14,4.052068799758492e-13,3.0927004857969814e-09,3.4019705343766775e-14,1.7735692682378319e-12,8.468635535147039e-13,4.1171920918450515e-13,3.172341511980659e-14,4.2588705835691094e-13,8.38489535846537e-13,3.66780003127061e-13,4.938099580927267e-13,7.314336403484022e-13,4.714815398406577e-14,1.0028039883446183e-12
2043,1.185520954955293e-14,4.1359416418831024e-12,9.668842424335834e-12,5.834201649568435e-13,3.0941280516180892e-12,2.4275820584088193e-13,3.334269333236209e-13,3.945398107610529e-14,3.9530949435598297e-13,3.0171596921251002e-09,3.31887566133761e-14,1.7302489254315262e-12,8.261784749057379e-13,4.016617789839041e-13,3.094621451151732e-14,4.1543719695744335e-13,8.164427714495713e-13,3.569193492624834e-13,4.804938312314667e-13,7.092912701967168e-13,4.5691742710830843e-14,9.706065878007564e-13
2044,1.1204857302065045e-14,4.051364859969691e-12,9.450895733455231e-12,5.578461063632408e-13,2.958497820026687e-12,2.3211696826776536e-13,3.1881125762078605e-13,3.772452692899703e-14,3.7798121402132e-13,2.8849033468916927e-09,3.1733936815808614e-14,1.6544039425049976e-12,7.89963169759049e-13,3.840533138547657e-13,2.958556630520025e-14,3.9714327889553513e-13,7.781842537439448e-13,3.398960205675137e-13,4.575228694653411e-13,6.725818987819348e-13,4.329782478900941e-14,9.186035269865596e-13
2045,1.0520328754004936e-14,3.973139038285543e-12,9.243847218865716e-12,5.09102122753513e-13,2.699987511172986e-12,2.11834841050736e-13,2.9095387806968533e-13,3.4428198960877365e-14,3.449536282931457e-13,2.6328236427358433e-09,2.8961060070094314e-14,1.5098439309952365e-12,7.209370497975999e-13,3.504948318871873e-13,2.6999656363376653e-14,3.6242622337334164e-13,7.098993028917696e-13,3.1006012709772136e-13,4.173609175946517e-13,6.137286286395838e-13,3.951393244889084e-14,8.385671797858565e-13
2046,9.918534719086201e-15,3.662155224284741e-12,8.540851583992318e-12,4.579620951662223e-13,2.4287699506177003e-12,1.90555731946473e-13,2.6172714990238477e-13,3.096983772852316e-14,3.1030254891473864e-13,2.3683527876670093e-09,2.6051880664337103e-14,1.3581779832641905e-12,6.485179088220771e-13,3.152888403727317e-13,2.4291562958250864e-14,3.2610183008451377e-13,6.408967062874711e-13,2.80186525270529e-13,3.7719635475336306e-13,5.5707978571791e-13,3.5892031655642284e-14,7.627232692522045e-13
2047,9.455399672874962e-15,3.3806206716742704e-12,7.904199722903701e-12,4.357842351036706e-13,2.3111512204706508e-12,1.8132763555632922e-13,2.490524151014644e-13,2.947005262719543e-14,2.952754395108774e-13,2.2536598965783445e-09,2.4790258862361788e-14,1.2924051070694465e-12,6.171119451429365e-13,3.0001897474720694e-13,2.3112142149152003e-14,3.1024822913429505e-13,6.081707045655043e-13,2.6569632987048556e-13,3.57657088048805e-13,5.267631387639064e-13,3.392630738916508e-14,7.205081894387395e-13
2048,8.988847391851216e-15,2.877431268313845e-12,6.810453302962307e-12,3.949128249960722e-13,2.0943925547285103e-12,1.6432124670680886e-13,2.2569424246477377e-13,2.6706110038652604e-14,2.6758209355934376e-13,2.042293237446705e-09,2.2465225611913752e-14,1.1711927905789916e-12,5.592341421617048e-13,2.7188190419568563e-13,2.0947269100709405e-14,2.812066084572218e-13,5.52848036669532e-13,2.4174670577621784e-13,3.254584715587915e-13,4.816286333149785e-13,3.1046065429726197e-14,6.604499331922148e-13
2049,8.639026958468042e-15,2.779965013497956e-12,6.578512067795891e-12,3.722855677813854e-13,1.974390478207348e-12,1.5490615841457661e-13,2.127626754127918e-13,2.517593430669371e-14,2.522504849769388e-13,1.925276287207165e-09,2.1178039159278818e-14,1.1040871467633489e-12,5.271917941010323e-13,2.563045125378388e-13,1.974844670273022e-14,2.651224411335077e-13,5.220494940808024e-13,2.283941296525717e-13,3.0750334013305666e-13,4.562812650835514e-13,2.94264703328655e-14,6.265903765094518e-13
2050,8.343519798499342e-15,2.7083595037408348e-12,6.406671590459181e-12,3.5787405603665403e-13,1.897960033334235e-12,1.4890960062527783e-13,2.0452643941303245e-13,2.4201351071819128e-14,2.4248564007971704e-13,1.8507470971816389e-09,2.035821806899806e-14,1.061346934930856e-12,5.06783723108335e-13,2.463831920375711e-13,1.8985064641545412e-14,2.548815180089839e-13,5.025466448905767e-13,2.1995366836428994e-13,2.961561594939365e-13,4.4036391729971135e-13,2.8409785863987256e-14,6.053321659229583e-13
2051,8.079113581269093e-15,2.4120713707376767e-12,5.746871125165304e-12,3.5004715174483524e-13,1.85645059368633e-12,1.45652864987231e-13,2.0005333263306415e-13,2.3672054087652056e-14,2.371823445067909e-13,1.810270230659305e-09,1.9912972537252352e-14,1.0381346912898885e-12,4.957000832916658e-13,2.4099526980733925e-13,1.8571307087477806e-14,2.4933642578365274e-13,4.923199382777358e-13,2.1555225103516717e-13,2.902425269484184e-13,4.3204563021966285e-13,2.7875719441160482e-14,5.940139842163146e-13
2052,7.824556154812416e-15,2.4670575342058792e-12,5.851406217299978e-12,3.5241703967274365e-13,1.869019128607425e-12,1.4663896347332885e-13,2.0140773296336762e-13,2.3832318540402152e-14,2.3878811553551597e-13,1.8225261154579893e-09,2.0047787270037896e-14,1.0451630617640137e-12,4.990560675228941e-13,2.426258209892643e-13,1.8694572492787344e-14,2.509746755828881e-13,4.941239093468658e-13,2.1614854764028092e-13,2.910101233760862e-13,4.312239824252785e-13,2.7800821451345968e-14,5.915252600558098e-13
2053,7.511646071088315e-15,2.5661169825460834e-12,6.045833404840077e-12,3.4167871921993954e-13,1.8120691969184159e-12,1.4217080216618592e-13,1.9527074032464123e-13,2.3106136078118883e-14,2.315121242630093e-13,1.7669928487363635e-09,1.94369213361e-14,1.01331642657476e-12,4.83849582332792e-13,2.3523231628336183e-13,1.8123566171699032e-14,2.432996302596175e-13,4.782486311608664e-13,2.0910715563199208e-13,2.81512667646508e-13,4.162937026561998e-13,2.6830102612138535e-14,5.705625828533424e-13
2054,7.189892814239484e-15,2.757666843958225e-12,6.4279751993555664e-12,3.233824464978884e-13,1.7150361938278496e-12,1.3455781480927962e-13,1.8481434805129963e-13,2.1868844600899395e-14,2.191150719278567e-13,1.6723736019415838e-09,1.8396109621357436e-14,9.590551778984806e-13,4.579403186069879e-13,2.2263590410049013e-13,1.7152734919201873e-14,2.3026448101231637e-13,4.525716946597182e-13,1.9789419410263395e-13,2.664205617109628e-13,3.9436497429113716e-13,2.5423244896661525e-14,5.409360727597527e-13
2055,6.898585667979307e-15,2.617010601045673e-12,6.086534366370324e-12,3.026896174918789e-13,1.6052932220545556e-12,1.2594763239701656e-13,1.7298831437662503e-13,2.0469485214556334e-14,2.0509417881771633e-13,1.5653605548392695e-09,1.7218966103231933e-14,8.976864711970183e-13,4.2863730713876673e-13,2.0839113755322606e-13,1.6058534293621724e-14,2.1559837890149877e-13,4.2562217697300444e-13,1.8634997278110802e-13,2.5092191013678997e-13,3.7362431377244596e-13,2.4108317464372423e-14,5.138174516879677e-13
2056,6.6781731405995765e-15,2.1935940164400632e-12,5.1539846384871694e-12,3.0358582285116413e-13,1.61004618451409e-12,1.2632053895416516e-13,1.7350049928644366e-13,2.0530091397560253e-14,2.057014229767254e-13,1.5699952844017986e-09,1.7269948128419792e-14,9.003443470994962e-13,4.2990641924799896e-13,2.0900815232663776e-13,1.6106088427607154e-14,2.162367434004191e-13,4.2671180152039057e-13,1.867786955683215e-13,2.514892527402249e-13,3.736618948999517e-13,2.4098759593476974e-14,5.130759541560161e-13
2057,6.424092123292597e-15,2.2072017048547597e-12,5.1620284832633626e-12,3.0699302275027565e-13,1.6281160309447349e-12,1.277382577512361e-13,1.75447727513746e-13,2.076050441448434e-14,2.080100481326408e-13,1.587615632165014e-09,1.746377195381516e-14,9.104490693396607e-13,4.347313339622936e-13,2.113520728707917e-13,1.62825283099294e-14,2.1857642908197943e-13,4.289571930955619e-13,1.8745978144487128e-13,2.523520318975607e-13,3.7209230456384503e-13,2.3967370198221382e-14,5.090690171600793e-13
2058,6.0886674735011454e-15,2.1453718301868805e-12,5.000677396316798e-12,2.853587690809957e-13,1.5133802792949896e-12,1.1873635325612938e-13,1.6308366591805723e-13,1.9297480874791344e-14,1.9335127150395705e-13,1.4757340036906384e-09,1.6233074040597016e-14,8.462883745031884e-13,4.0409517281072626e-13,1.9645808517509954e-13,1.513580271831096e-14,2.0318771047295696e-13,3.991480946233366e-13,1.7448127537618193e-13,2.3488944509330285e-13,3.4677531547725515e-13,2.2340962591067945e-14,4.746935139987419e-13
2059,5.792630971901803e-15,1.885255284083527e-12,4.4201528580305016e-12,2.6948919528597755e-13,1.4292171042871109e-12,1.1213310315725242e-13,1.540141416858647e-13,1.8224295712874948e-14,1.8259848377160704e-13,1.3936644400013606e-09,1.5330308840014964e-14,7.99223985931033e-13,3.8162234578896647e-13,1.855323930994319e-13,1.4293758266965317e-14,1.918817926529856e-13,3.767520446756605e-13,1.6466445087621466e-13,2.2166894232908776e-13,3.2697711592528927e-13,2.1062346669598993e-14,4.474017838670274e-13
2060,5.511073335374693e-15,1.7813261136547593e-12,4.182318912036316e-12,2.527490061832272e-13,1.3404366818688302e-12,1.0516759439339034e-13,1.4444705735959612e-13,1.709223490363089e-14,1.7125579099697302e-13,1.307092485802441e-09,1.4378017343826844e-14,7.495776135464361e-13,3.579166444457556e-13,1.7400724081876078e-13,1.3405355980433815e-14,1.7995237010808543e-13,3.530664952853591e-13,1.5428096263309613e-13,2.0768530864317534e-13,3.0610152364215536e-13,1.9715685884675292e-14,4.1873436677247714e-13
2061,5.249047774147566e-15,1.879980026710788e-12,4.375515488783133e-12,2.336254876387929e-13,1.2390164384009855e-12,9.72103941969331e-14,1.335178908247033e-13,1.579900065483446e-14,1.5829821959272286e-13,1.2081951339631504e-09,1.329014647359465e-14,6.928630038835333e-13,3.308359227182976e-13,1.6084161959498236e-13,1.2391390046076255e-14,1.6634308424314526e-13,3.265502388451042e-13,1.4272129690906275e-13,1.9212940764534938e-13,2.83519357071945e-13,1.8266054953338544e-14,3.8816688686702333e-13
2062,5.026566753795905e-15,1.6882550456003252e-12,3.947419037636879e-12,2.1707204892045463e-13,1.1512264335886911e-12,9.032259133180914e-14,1.2405753508224416e-13,1.4679568901929417e-14,1.4708206375401777e-13,1.1225889601163356e-09,1.2348478561279682e-14,6.437704782869853e-13,3.0739467833220096e-13,1.4944528921410474e-13,1.1513497394541442e-14,1.5455887851620085e-13,3.035521088593358e-13,1.3270063221832764e-13,1.7864594848000805e-13,2.6411029997443747e-13,1.7022857337229634e-14,3.620749368697995e-13
2063,4.841792687764432e-15,1.56898892539893e-12,3.677470099053549e-12,2.0100579742943976e-13,1.066020192171964e-12,8.363750462961127e-14,1.1487560876838174e-13,1.3593083345953946e-14,1.3619601261182083e-13,1.0395022769438052e-09,1.1434525046381856e-14,5.961228074628645e-13,2.846433393763687e-13,1.3838513486597274e-13,1.0663267284120832e-14,1.4315827817499046e-13,2.8226128795633424e-13,1.2354078227791872e-13,1.6634157721001993e-13,2.4740752521123856e-13,1.596293145306514e-14,3.4020929948153903e-13
2064,4.713629610677814e-15,1.4310851777540687e-12,3.369537950572393e-12,1.968176307261851e-13,1.0438085429014023e-12,8.18948294604733e-14,1.1248205492161385e-13,1.3309857191324833e-14,1.333582257796417e-13,1.0178431562620646e-09,1.1196274718882702e-14,5.83701964387399e-13,2.787124973004876e-13,1.3550196083621102e-13,1.0441627179319033e-14,1.4018636370182035e-13,2.767372917715272e-13,1.2116945414650577e-13,1.6315712626011322e-13,2.431057851570376e-13,1.5689615773066803e-14,3.345439903866132e-13
2065,4.594677133940079e-15,1.3123949963765235e-12,3.105377015912346e-12,1.9589760396447342e-13,1.0389292452997132e-12,8.151201093719639e-14,1.1195625598602891e-13,1.3247640078125205e-14,1.3273484089202313e-13,1.0130852342226066e-09,1.1143937576448674e-14,5.809734438427983e-13,2.7740965308416485e-13,1.3486904260383326e-13,1.039396595392241e-14,1.3955410283741104e-13,2.7596903944633067e-13,1.208717479425396e-13,1.6276220753840478e-13,2.426176907523054e-13,1.5656842567289933e-14,3.337611551517317e-13
2066,4.473103539294917e-15,1.3881927896298838e-12,3.2583098494348296e-12,2.0332858286646187e-13,1.0783389223260928e-12,8.460400400538534e-14,1.1620308983872213e-13,1.375016247722276e-14,1.3776986828524388e-13,1.051514571024449e-09,1.1566660281268911e-14,6.030114863889403e-13,2.8793262214512103e-13,1.399833155908358e-13,1.0784169924779146e-14,1.4476570694206873e-13,2.8406113635226146e-13,1.2414065340753407e-13,1.671149117854755e-13,2.466463628119288e-13,1.5892658453113292e-14,3.3785284814908003e-13
2067,4.280963989302481e-15,1.514525946042418e-12,3.51552603415017e-12,1.867819320340593e-13,9.905849165922404e-13,7.771902554557026e-14,1.0674661339993982e-13,1.2631189757342854e-14,1.2655831173178466e-13,9.65943500756612e-10,1.0625378508322748e-14,5.539390930480026e-13,2.6450099077874866e-13,1.2859194406942136e-13,9.907324167571567e-15,1.330002659120652e-13,2.6156795720663074e-13,1.144132823816905e-13,1.5403988223543447e-13,2.2864435452378303e-13,1.474932907952086e-14,3.142536453095976e-13
2068,4.141472361516666e-15,1.4174090838560428e-12,3.29352188750054e-12,1.742575423085629e-13,9.24162691398974e-13,7.250768976796934e-14,9.958887510299405e-14,1.1784223771420757e-14,1.1807212893097367e-13,9.011735697223833e-10,9.912909266946225e-15,5.167955247507999e-13,2.467652675197445e-13,1.199711542972939e-13,9.247180554755679e-15,1.2416641625778993e-13,2.464957000638355e-13,1.0811183922311298e-13,1.4560812389542207e-13,2.1875695488470697e-13,1.4137310862684634e-14,3.0220243161690323e-13
2069,4.069545726204587e-15,1.205639442134881e-12,2.8302235528714214e-12,1.877709230507083e-13,9.958299612979535e-13,7.813053974959555e-14,1.0731182568016748e-13,1.2698070601028114e-14,1.2722842490612662e-13,9.71058071713427e-10,1.0681638788847682e-14,5.568721511569317e-13,2.6590150020075186e-13,1.2927440556872946e-13,9.963528200136648e-15,1.3377990084188165e-13,2.6494811829387575e-13,1.1609041143331753e-13,1.5633165964652406e-13,2.333074849836045e-13,1.50565345489554e-14,3.2092804606892124e-13
2070,3.932144403024267e-15,1.2825025596972357e-12,2.9855208227635153e-12,2.008744207443599e-13,1.065323445108608e-12,8.358283944956588e-14,1.148005264728978e-13,1.3584198954295345e-14,1.3610699537507007e-13,1.038822861896952e-09,1.1427051480866465e-14,5.957331787407089e-13,2.844572949644291e-13,1.382936961457521e-13,1.065392392750405e-14,1.4301664360575186e-13,2.8044030112552527e-13,1.2250830815973833e-13,1.6490710955416008e-13,2.424717021833487e-13,1.5608786163558776e-14,3.311237117249103e-13
2071,3.686261210913368e-15,1.4448756758517284e-12,3.320059237968657e-12,1.8710879712150703e-13,9.923184227288355e-13,7.785503246981954e-14,1.0693341809107752e-13,1.2653294116686587e-14,1.2677978654565422e-13,9.67633884850009e-10,1.0643972733350088e-14,5.549084705715551e-13,2.6496385972502616e-13,1.2881575098260501e-13,9.921725114371962e-15,1.331735811041122e-13,2.6005192061795243e-13,1.134751866871076e-13,1.527255996099059e-13,2.2358417962239384e-13,1.4385031047768728e-14,3.048929577394473e-13
2072,3.442384716324564e-15,1.3549892227039759e-12,3.1123254482215146e-12,1.606723152794624e-13,8.521143897406828e-13,6.685494490652039e-14,9.182486408847367e-14,1.0865518312962055e-14,1.0886715188328736e-13,8.309175143740007e-10,9.140092658113996e-15,4.765058119200805e-13,2.2752728757524773e-13,1.10616050538694e-13,8.521318105608122e-15,1.143864994980261e-13,2.243164011200121e-13,9.802796668128619e-14,1.3196269716495032e-13,1.9484848700787586e-13,1.2556477944474049e-14,2.66986854333865e-13
2073,3.28436149259006e-15,1.0656894488576878e-12,2.4820055691287957e-12,1.4452575144914575e-13,7.664822174479752e-13,6.013644064256004e-14,8.259703895484181e-14,9.773601608553048e-15,9.792668330380098e-14,7.474154956209115e-10,8.221570451830034e-15,4.2861996342999963e-13,2.0466222105286275e-13,9.95015264574494e-14,7.669011870350409e-15,1.0297266028863758e-13,2.0405914591810145e-13,8.943274595950015e-14,1.204376670602909e-13,1.8006056023180666e-13,1.1625205190781883e-14,2.4802467937195504e-13
2074,3.1984793304786508e-15,1.0003635595862414e-12,2.3346251242818983e-12,1.546533094680109e-13,8.20193013273619e-13,6.435046676281076e-14,8.838497844530645e-14,1.0458481059802402e-14,1.0478883871077887e-13,7.997902019981561e-10,8.797692221979711e-15,4.586552513941112e-13,2.190038037449314e-13,1.0647267290790622e-13,8.203157409665825e-15,1.1012264201368096e-13,2.1635013826987231e-13,9.457103907536732e-14,1.2731235873013503e-13,1.8794398141935592e-13,1.2109089239841597e-14,2.573522771471662e-13
2075,3.0397115507694908e-15,1.0776160770386861e-12,2.4912513409824363e-12,1.4710252297787186e-13,7.80147945080535e-13,6.120862235781112e-14,8.406967408181276e-14,9.947856633041831e-15,9.967263298342336e-14,7.607412797800228e-10,8.368154077580274e-15,4.362618828426277e-13,2.0831116926033807e-13,1.0127337399508444e-13,7.80056395055852e-15,1.0470415806829441e-13,2.047613880772446e-13,8.941624640828713e-14,1.2035837739075806e-13,1.7725154290099014e-13,1.141957734182067e-14,2.4273256548922286e-13
2076,2.880238309040593e-15,1.003261981412843e-12,2.322209097315102e-12,1.2564068419914445e-13,6.663265837474412e-13,5.2278458834314155e-14,7.180414827845562e-14,8.496492707187522e-15,8.513067995340459e-14,6.497512955945197e-10,7.147264251539715e-15,3.7261252798222073e-13,1.779191687018784e-13,8.649993281385026e-14,6.66738249994192e-15,8.952702831848634e-14,1.7787207452069108e-13,7.804430921894506e-14,1.0511835465428973e-13,1.5836510379157703e-13,1.0240289524790807e-14,2.1914626443447676e-13
