,carbon dioxide,methane,nitrous oxide,isoprene,ammonia,sulfur dioxide,acetaldehyde,trichloroethylene,methylethylketone,black carbon,benzene,tropospheric ozone,ethanol,acetone,carbon monoxide,HFC-161,HFC-152,HCFC-151,HCFC-141a,HCFC-131,methylbromide,HCFC-31
2034,1.946341972153417e-14,6.653642760716794e-12,1.5616061126970445e-11,3.403673732096072e-11,5.732817211904198e-12,4.497837185658164e-13,2.0942639293289732e-11,2.02864740784697e-12,5.3167463376830075e-12,5.590209818573243e-09,2.2735043277380987e-12,3.2506959246522715e-12,6.1791789788893985e-12,1.866224430331283e-12,2.272174671459201e-13,7.691590087111198e-13,1.4960879766443886e-12,6.520398101405689e-13,8.774326686639899e-13,1.276388757945118e-12,8.202515215193656e-14,1.7345334510611252e-12
2035,1.77378148079221e-14,7.123552845877056e-12,1.6543753149166252e-11,2.7327531849499222e-11,4.602783793147731e-12,3.611238826763172e-13,1.6814497726985226e-11,1.6287673557954427e-12,4.2687274430042976e-12,4.488286683865449e-09,1.8253589157001728e-12,2.6099298418088996e-12,4.961160315319793e-12,1.4983675461407327e-12,1.82445596136474e-13,6.178772400662313e-13,1.2111364458444736e-12,5.290988974174284e-13,7.122226213568718e-13,1.048736710949521e-12,6.754153861209154e-14,1.43430458113628e-12
2036,1.6748740462340624e-14,6.8698981868373154e-12,1.590022188286511e-11,2.479776125823019e-11,4.176693819351637e-12,3.276938384635586e-13,1.5257942159186303e-11,1.4779887278609426e-12,3.873561819101893e-12,4.072795963148858e-09,1.656381368499993e-12,2.3683228137478716e-12,4.501894637039009e-12,1.3596613851702572e-12,1.6555878142616562e-13,5.607314885844466e-13,1.101093734047568e-12,4.813595000387949e-13,6.480242090619254e-13,9.583239705032592e-13,6.177100528187627e-14,1.3139788517277305e-12
2037,1.5973326518660588e-14,5.5409438128881975e-12,1.2965630610477486e-11,2.278917667129791e-11,3.838387310201322e-12,3.0115108398942736e-13,1.4022069810882955e-11,1.3582736717545758e-12,3.5598086294960727e-12,3.7429050388032836e-09,1.5222167538051925e-12,2.1764919210951506e-12,4.137247360223372e-12,1.2495363499991412e-12,1.5216223753319477e-13,5.155850310666599e-13,1.0196930631106936e-12,4.46671599776319e-13,6.014860412829087e-13,8.974456793775416e-13,5.792470655424907e-14,1.2351525213539818e-12
2038,1.5447993921204396e-14,4.937471208591464e-12,1.1621168708488549e-11,2.351740349941177e-11,3.961042780020496e-12,3.1077435144737915e-13,1.447014424395778e-11,1.4016772287512634e-12,3.673562111718586e-12,3.862509377532423e-09,1.5708591024622924e-12,2.2460415946373438e-12,4.269452860034324e-12,1.2894623944785363e-12,1.5701783694520956e-13,5.319243613982668e-13,1.047958490372321e-12,4.584837083183062e-13,6.172872114079369e-13,9.149053961025992e-13,5.898002338634171e-14,1.254671101589481e-12
2039,1.4714707467585784e-14,5.062979432239499e-12,1.1845107898337501e-11,2.319663851940537e-11,3.907016270309709e-12,3.0653555513823e-13,1.42727791082122e-11,1.3825590906727383e-12,3.623456664554796e-12,3.809826810849274e-09,1.5494334127714551e-12,2.215406771452236e-12,4.211219773512577e-12,1.2718719584742285e-12,1.5486939751142544e-13,5.245318942216297e-13,1.0295005489668958e-12,4.49892061052266e-13,6.056260873455788e-13,8.926041608775063e-13,5.748868279817884e-14,1.2207985947816538e-12
2040,1.3862640350798611e-14,5.040787778113415e-12,1.1745531703593247e-11,2.1684542113318553e-11,3.65233346526533e-12,2.865537251106184e-13,1.3342393527609143e-11,1.2924355742848413e-12,3.387257968543926e-12,3.561479398965198e-09,1.4484320244223566e-12,2.070993234127845e-12,3.936707141198931e-12,1.1889622246145018e-12,1.4477059703169053e-13,4.902697246022485e-13,9.60609686874068e-13,4.196181349521753e-13,5.648441932701138e-13,8.314636408110307e-13,5.354536888812144e-14,1.1369263315889215e-12
2041,1.3054485035530059e-14,4.911862828747271e-12,1.1414960137314101e-11,1.953983794649008e-11,3.2911003208411097e-12,2.582121993018125e-13,1.2022767462181607e-11,1.1646075598462122e-12,3.0522420712633302e-12,3.2092321536560055e-09,1.3051752205254939e-12,1.866162171262277e-12,3.5473481159381245e-12,1.0713710484915016e-12,1.304588505388528e-13,4.419160161476639e-13,8.696576762160014e-13,3.8038400100676774e-13,5.121212303741401e-13,7.586132156883824e-13,4.8904625241142976e-14,1.0404144239333808e-12
2042,1.2451484821231302e-14,4.4216092664471594e-12,1.0318785130114938e-11,1.883031936529973e-11,3.1715959063530322e-12,2.4883615643376756e-13,1.1586204122476636e-11,1.1223190462021057e-12,2.941410933555951e-12,3.0927004857969814e-09,1.257782500427871e-12,1.79839923799316e-12,3.418538992459562e-12,1.0324684530677474e-12,1.257225863364118e-13,4.2588705835691094e-13,8.38489535846537e-13,3.66780003127061e-13,4.938099580927267e-13,7.314336403484022e-13,4.714815398406577e-14,1.0028039883446183e-12
2043,1.185520954955293e-14,4.1359416418831024e-12,9.668842424335834e-12,1.837037911839294e-11,3.0941280516180892e-12,2.4275820584088193e-13,1.1303205120559488e-11,1.094905825589336e-12,2.869565457723063e-12,3.0171596921251002e-09,1.2270605151611272e-12,1.754472410387567e-12,3.335039416781448e-12,1.0072489028849375e-12,1.2264940755938816e-13,4.1543719695744335e-13,8.164427714495713e-13,3.569193492624834e-13,4.804938312314667e-13,7.092912701967168e-13,4.5691742710830843e-14,9.706065878007564e-13
2044,1.1204857302065045e-14,4.051364859969691e-12,9.450895733455231e-12,1.756511863531462e-11,2.958497820026687e-12,2.3211696826776536e-13,1.0807732253102485e-11,1.046910931857046e-12,2.7437788518034678e-12,2.8849033468916927e-09,1.1732726571442572e-12,1.6775655977000681e-12,3.1888488863912967e-12,9.630946937315146e-13,1.1726897525796517e-13,3.9714327889553513e-13,7.781842537439448e-13,3.398960205675137e-13,4.575228694653411e-13,6.725818987819348e-13,4.329782478900941e-14,9.186035269865596e-13
2045,1.0520328754004936e-14,3.973139038285543e-12,9.243847218865716e-12,1.6030297733384527e-11,2.699987511172986e-12,2.11834841050736e-13,9.863364400579492e-12,9.554329968679717e-13,2.504030449616333e-12,2.6328236427358433e-09,1.0707533724568073e-12,1.53098174602917e-12,2.910210749740694e-12,8.789402077355192e-13,1.0702138470612412e-13,3.6242622337334164e-13,7.098993028917696e-13,3.1006012709772136e-13,4.173609175946517e-13,6.137286286395838e-13,3.951393244889084e-14,8.385671797858565e-13
2046,9.918534719086201e-15,3.662155224284741e-12,8.540851583992318e-12,1.4420031763122098e-11,2.4287699506177003e-12,1.90555731946473e-13,8.872575563797354e-12,8.594584075196789e-13,2.2524970649825312e-12,2.3683527876670093e-09,9.63194689116629e-13,1.3771924750298893e-12,2.617875984555155e-12,7.90651134515198e-13,9.627499607125292e-14,3.2610183008451377e-13,6.408967062874711e-13,2.80186525270529e-13,3.7719635475336306e-13,5.5707978571791e-13,3.5892031655642284e-14,7.627232692522045e-13
2047,9.455399672874962e-15,3.3806206716742704e-12,7.904199722903701e-12,1.3721708735777586e-11,2.3111512204706508e-12,1.8132763555632922e-13,8.442900793921746e-12,8.178371679395583e-13,2.143414742620187e-12,2.2536598965783445e-09,9.165497827402792e-13,1.3104987785684204e-12,2.4910993503936327e-12,7.523607622215131e-13,9.160961282383268e-14,3.1024822913429505e-13,6.081707045655043e-13,2.6569632987048556e-13,3.57657088048805e-13,5.267631387639064e-13,3.392630738916508e-14,7.205081894387395e-13
2048,8.988847391851216e-15,2.877431268313845e-12,6.810453302962307e-12,1.243477471214811e-11,2.0943925547285103e-12,1.6432124670680886e-13,7.651056534735566e-12,7.411337122918377e-13,1.9423877840873033e-12,2.042293237446705e-09,8.305882511114173e-13,1.187589489647098e-12,2.257463688501245e-12,6.817993808983328e-13,8.302048700139596e-14,2.812066084572218e-13,5.52848036669532e-13,2.4174670577621784e-13,3.254584715587915e-13,4.816286333149785e-13,3.1046065429726197e-14,6.604499331922148e-13
2049,8.639026958468042e-15,2.779965013497956e-12,6.578512067795891e-12,1.172230143650862e-11,1.974390478207348e-12,1.5490615841457661e-13,7.212675185892433e-12,6.986690938323366e-13,1.8310951048485274e-12,1.925276287207165e-09,7.829981704259897e-13,1.1195443668180369e-12,2.1281181569078872e-12,6.427350139050107e-13,7.826506548118771e-14,2.651224411335077e-13,5.220494940808024e-13,2.283941296525717e-13,3.0750334013305666e-13,4.562812650835514e-13,2.94264703328655e-14,6.265903765094518e-13
2050,8.343519798499342e-15,2.7083595037408348e-12,6.406671590459181e-12,1.126852054712584e-11,1.897960033334235e-12,1.4890960062527783e-13,6.933466006874661e-12,6.716229813796412e-13,1.7602117570308404e-12,1.8507470971816389e-09,7.526876031712877e-13,1.0762057920198864e-12,2.0457367787580753e-12,6.178546192633701e-13,7.523645219288073e-14,2.548815180089839e-13,5.025466448905767e-13,2.1995366836428994e-13,2.961561594939365e-13,4.4036391729971135e-13,2.8409785863987256e-14,6.053321659229583e-13
2051,8.079113581269093e-15,2.4120713707376767e-12,5.746871125165304e-12,1.10220717782049e-11,1.85645059368633e-12,1.45652864987231e-13,6.781827275410953e-12,6.569342157744837e-13,1.721714953051332e-12,1.810270230659305e-09,7.36225909527275e-13,1.052668576967948e-12,2.0009953856620033e-12,6.043424117588003e-13,7.359244572584191e-14,2.4933642578365274e-13,4.923199382777358e-13,2.1555225103516717e-13,2.902425269484184e-13,4.3204563021966285e-13,2.7875719441160482e-14,5.940139842163146e-13
2052,7.824556154812416e-15,2.4670575342058792e-12,5.851406217299978e-12,1.1096693314606806e-11,1.869019128607425e-12,1.4663896347332885e-13,6.827741544547222e-12,6.613817862164507e-13,1.7333712938580564e-12,1.8225261154579893e-09,7.412102998872074e-13,1.0597953446287103e-12,2.014542507080716e-12,6.084328926066697e-13,7.408821476628008e-14,2.509746755828881e-13,4.941239093468658e-13,2.1614854764028092e-13,2.910101233760862e-13,4.312239824252785e-13,2.7800821451345968e-14,5.915252600558098e-13
2053,7.511646071088315e-15,2.5661169825460834e-12,6.045833404840077e-12,1.075857158440848e-11,1.8120691969184159e-12,1.4217080216618592e-13,6.619696884808628e-12,6.412291562887224e-13,1.6805546142649162e-12,1.7669928487363635e-09,7.186252556726847e-13,1.0275028565468074e-12,1.953158400866198e-12,5.898930655845283e-13,7.182933678016137e-14,2.432996302596175e-13,4.782486311608664e-13,2.0910715563199208e-13,2.81512667646508e-13,4.162937026561998e-13,2.6830102612138535e-14,5.705625828533424e-13
2054,7.189892814239484e-15,2.757666843958225e-12,6.4279751993555664e-12,1.0182469675294267e-11,1.7150361938278496e-12,1.3455781480927962e-13,6.2652241759276716e-12,6.068925031189726e-13,1.5905639763226835e-12,1.6723736019415838e-09,6.801441823713093e-13,9.724819503890595e-13,1.8485703265597854e-12,5.583052163649583e-13,6.798265934782138e-14,2.3026448101231637e-13,4.525716946597182e-13,1.9789419410263395e-13,2.664205617109628e-13,3.9436497429113716e-13,2.5423244896661525e-14,5.409360727597527e-13
2055,6.898585667979307e-15,2.617010601045673e-12,6.086534366370324e-12,9.530906541397221e-12,1.6052932220545556e-12,1.2594763239701656e-13,5.864320541765722e-12,5.680582326447369e-13,1.488785832629453e-12,1.5653605548392695e-09,6.366226312291743e-13,9.102540817937768e-13,1.7302826903744455e-12,5.225814024721825e-13,6.363591726706368e-14,2.1559837890149877e-13,4.2562217697300444e-13,1.8634997278110802e-13,2.5092191013678997e-13,3.7362431377244596e-13,2.4108317464372423e-14,5.138174516879677e-13
2056,6.6781731405995765e-15,2.1935940164400632e-12,5.1539846384871694e-12,9.559125711033998e-12,1.61004618451409e-12,1.2632053895416516e-13,5.88168365989725e-12,5.697401431282531e-13,1.4931938393290038e-12,1.5699952844017986e-09,6.385075476270722e-13,9.129491679588892e-13,1.73540572254227e-12,5.241286738114613e-13,6.382433882388049e-14,2.162367434004191e-13,4.2671180152039057e-13,1.867786955683215e-13,2.514892527402249e-13,3.736618948999517e-13,2.4098759593476974e-14,5.130759541560161e-13
2057,6.424092123292597e-15,2.2072017048547597e-12,5.1620284832633626e-12,9.666409455561986e-12,1.6281160309447349e-12,1.277382577512361e-13,5.947694827127196e-12,5.761344367116776e-13,1.5099522172883546e-12,1.587615632165014e-09,6.45673629798181e-13,9.231953563104162e-13,1.7548824845048013e-12,5.30009247139673e-13,6.45363289849314e-14,2.1857642908197943e-13,4.289571930955619e-13,1.8745978144487128e-13,2.523520318975607e-13,3.7209230456384503e-13,2.3967370198221382e-14,5.090690171600793e-13
2058,6.0886674735011454e-15,2.1453718301868805e-12,5.000677396316798e-12,8.985203258973782e-12,1.5133802792949896e-12,1.1873635325612938e-13,5.528551960268276e-12,5.355333893217368e-13,1.4035436470435171e-12,1.4757340036906384e-09,6.001720524477971e-13,8.581364117462337e-13,1.6312133158403502e-12,4.926590162512159e-13,5.998908656697993e-14,2.0318771047295696e-13,3.991480946233366e-13,1.7448127537618193e-13,2.3488944509330285e-13,3.4677531547725515e-13,2.2340962591067945e-14,4.746935139987419e-13
2059,5.792630971901803e-15,1.885255284083527e-12,4.4201528580305016e-12,8.485511770657002e-12,1.4292171042871109e-12,1.1213310315725242e-13,5.22109421248862e-12,5.057509271308054e-13,1.325488783652984e-12,1.3936644400013606e-09,5.667948591324284e-13,8.104131217340671e-13,1.5404971253889648e-12,4.652607881752934e-13,5.665262952131011e-14,1.918817926529856e-13,3.767520446756605e-13,1.6466445087621466e-13,2.2166894232908776e-13,3.2697711592528927e-13,2.1062346669598993e-14,4.474017838670274e-13
2060,5.511073335374693e-15,1.7813261136547593e-12,4.182318912036316e-12,7.958406873440603e-12,1.3404366818688302e-12,1.0516759439339034e-13,4.896769127244004e-12,4.74334579166957e-13,1.2431517783683764e-12,1.307092485802441e-09,5.315865706908676e-13,7.600717001360867e-13,1.4448041840880884e-12,4.363594055600142e-13,5.313296949839492e-14,1.7995237010808543e-13,3.530664952853591e-13,1.5428096263309613e-13,2.0768530864317534e-13,3.0610152364215536e-13,1.9715685884675292e-14,4.1873436677247714e-13
2061,5.249047774147566e-15,1.879980026710788e-12,4.375515488783133e-12,7.356257167561512e-12,1.2390164384009855e-12,9.72103941969331e-14,4.526269335446304e-12,4.3844543302379e-13,1.1490923151461744e-12,1.2081951339631504e-09,4.913656191532318e-13,7.025630859379022e-13,1.33548727834942e-12,4.033436709542187e-13,4.911312925190351e-14,1.6634308424314526e-13,3.265502388451042e-13,1.4272129690906275e-13,1.9212940764534938e-13,2.83519357071945e-13,1.8266054953338544e-14,3.8816688686702333e-13
2062,5.026566753795905e-15,1.6882550456003252e-12,3.947419037636879e-12,6.835032565710667e-12,1.1512264335886911e-12,9.032259133180914e-14,4.205562367421736e-12,4.073795606569908e-13,1.0676738477044076e-12,1.1225889601163356e-09,4.565501085792999e-13,6.527832649830039e-13,1.2408618718483303e-12,3.7476495661454986e-13,4.5633332743751683e-14,1.5455887851620085e-13,3.035521088593358e-13,1.3270063221832764e-13,1.7864594848000805e-13,2.6411029997443747e-13,1.7022857337229634e-14,3.620749368697995e-13
2063,4.841792687764432e-15,1.56898892539893e-12,3.677470099053549e-12,6.329148258147678e-12,1.066020192171964e-12,8.363750462961127e-14,3.894294208082939e-12,3.772279958983011e-13,9.886516272837156e-13,1.0395022769438052e-09,4.227592621957573e-13,6.044685267673439e-13,1.1490214101975213e-12,3.470281174779757e-13,4.225777607965261e-14,1.4315827817499046e-13,2.8226128795633424e-13,1.2354078227791872e-13,1.6634157721001993e-13,2.4740752521123856e-13,1.596293145306514e-14,3.4020929948153903e-13
2064,4.713629610677814e-15,1.4310851777540687e-12,3.369537950572393e-12,6.19727382462865e-12,1.0438085429014023e-12,8.18948294604733e-14,3.813152509137723e-12,3.6936805546763886e-13,9.680520348536231e-13,1.0178431562620646e-09,4.1395063014618834e-13,5.918737918888232e-13,1.1250803456622173e-12,3.3979764837180127e-13,4.137783129185121e-14,1.4018636370182035e-13,2.767372917715272e-13,1.2116945414650577e-13,1.6315712626011322e-13,2.431057851570376e-13,1.5689615773066803e-14,3.345439903866132e-13
2065,4.594677133940079e-15,1.3123949963765235e-12,3.105377015912346e-12,6.168304606668435e-12,1.0389292452997132e-12,8.151201093719639e-14,3.795327889949373e-12,3.6764144082223235e-13,9.635268655872245e-13,1.0130852342226066e-09,4.1201561382797974e-13,5.891070720565967e-13,1.1198211466562232e-12,3.382097479488124e-13,4.1185558477590715e-14,1.3955410283741104e-13,2.7596903944633067e-13,1.208717479425396e-13,1.6276220753840478e-13,2.426176907523054e-13,1.5656842567289933e-14,3.337611551517317e-13
2066,4.473103539294917e-15,1.3881927896298838e-12,3.2583098494348296e-12,6.402286662944769e-12,1.0783389223260928e-12,8.460400400538534e-14,3.939295913544607e-12,3.815871691744761e-13,1.0000762938214287e-12,1.051514571024449e-09,4.2764458588963773e-13,6.11453647198385e-13,1.1622992774090842e-12,3.510373358269646e-13,4.2743778703393024e-14,1.4476570694206873e-13,2.8406113635226146e-13,1.2414065340753407e-13,1.671149117854755e-13,2.466463628119288e-13,1.5892658453113292e-14,3.3785284814908003e-13
2067,4.280963989302481e-15,1.514525946042418e-12,3.51552603415017e-12,5.881275808567524e-12,9.905849165922404e-13,7.771902554557026e-14,3.618720463324274e-12,3.505340365166243e-13,9.186912147904285e-13,9.65943500756612e-10,3.928433527114444e-13,5.61694240350674e-13,1.0677126756983533e-12,3.2247062663622227e-13,3.9266096099115635e-14,1.330002659120652e-13,2.6156795720663074e-13,1.144132823816905e-13,1.5403988223543447e-13,2.2864435452378303e-13,1.474932907952086e-14,3.142536453095976e-13
2068,4.141472361516666e-15,1.4174090838560428e-12,3.29352188750054e-12,5.4869155367467814e-12,9.24162691398974e-13,7.250768976796934e-14,3.3760725020230685e-12,3.270294938694086e-13,8.570897293246157e-13,9.011735697223833e-10,3.6650182134499795e-13,5.240306620973107e-13,9.961187784084047e-13,3.008495879600739e-13,3.663734336654807e-14,1.2416641625778993e-13,2.464957000638355e-13,1.0811183922311298e-13,1.4560812389542207e-13,2.1875695488470697e-13,1.4137310862684634e-14,3.0220243161690323e-13
2069,4.069545726204587e-15,1.205639442134881e-12,2.8302235528714214e-12,5.912416636943966e-12,9.958299612979535e-13,7.813053974959555e-14,3.6378812640151127e-12,3.5239008280675636e-13,9.235556010605379e-13,9.71058071713427e-10,3.949234230871302e-13,5.646683612731286e-13,1.0733661193783021e-12,3.2417965847365585e-13,3.947775221145407e-14,1.3377990084188165e-13,2.6494811829387575e-13,1.1609041143331753e-13,1.5633165964652406e-13,2.333074849836045e-13,1.50565345489554e-14,3.2092804606892124e-13
2070,3.932144403024267e-15,1.2825025596972357e-12,2.9855208227635153e-12,6.325011498198849e-12,1.065323445108608e-12,8.358283944956588e-14,3.891748879688993e-12,3.769814379861279e-13,9.880054409742833e-13,1.038822861896952e-09,4.2248294481195573e-13,6.040734432430785e-13,1.148270404138457e-12,3.4680030870500054e-13,4.2227782400761594e-14,1.4301664360575186e-13,2.8044030112552527e-13,1.2250830815973833e-13,1.6490710955416008e-13,2.424717021833487e-13,1.5608786163558776e-14,3.311237117249103e-13
2071,3.686261210913368e-15,1.4448756758517284e-12,3.320059237968657e-12,5.8915678745971046e-12,9.923184227288355e-13,7.785503246981954e-14,3.6250531215147427e-12,3.511474611653355e-13,9.202988994629796e-13,9.67633884850009e-10,3.935308174277232e-13,5.626771891595571e-13,1.0695811420537826e-12,3.230337156826492e-13,3.9331874054664386e-14,1.331735811041122e-13,2.6005192061795243e-13,1.134751866871076e-13,1.527255996099059e-13,2.2358417962239384e-13,1.4385031047768728e-14,3.048929577394473e-13
2072,3.442384716324564e-15,1.3549892227039759e-12,3.1123254482215146e-12,5.05915206181789e-12,8.521143897406828e-13,6.685494490652039e-14,3.1128717116617878e-12,3.0153406358421104e-13,7.902704629290017e-13,8.309175143740007e-10,3.3792910288296974e-13,4.831768932869619e-13,9.184607148593648e-13,2.7739308471072214e-13,3.377612613737239e-14,1.143864994980261e-13,2.243164011200121e-13,9.802796668128619e-14,1.3196269716495032e-13,1.9484848700787586e-13,1.2556477944474049e-14,2.66986854333865e-13
2073,3.28436149259006e-15,1.0656894488576878e-12,2.4820055691287957e-12,4.550738975509539e-12,7.664822174479752e-13,6.013644064256004e-14,2.8000476071010356e-12,2.712317793008528e-13,7.108532310086992e-13,7.474154956209115e-10,3.039693452185296e-13,4.346206429180202e-13,8.261611680263629e-13,2.4951851365794934e-13,3.0385869932140414e-14,1.0297266028863758e-13,2.0405914591810145e-13,8.943274595950015e-14,1.204376670602909e-13,1.8006056023180666e-13,1.1625205190781883e-14,2.4802467937195504e-13
2074,3.1984793304786508e-15,1.0003635595862414e-12,2.3346251242818983e-12,4.869629293799479e-12,8.20193013273619e-13,6.435046676281076e-14,2.9962592722839743e-12,2.9023818441021086e-13,7.606658482043585e-13,7.997902019981561e-10,3.2526981568391666e-13,4.650764249136294e-13,8.840539182663936e-13,2.670020108958455e-13,3.251188573355371e-14,1.1012264201368096e-13,2.1635013826987231e-13,9.457103907536732e-14,1.2731235873013503e-13,1.8794398141935592e-13,1.2109089239841597e-14,2.573522771471662e-13
2075,3.0397115507694908e-15,1.0776160770386861e-12,2.4912513409824363e-12,4.63187467860009e-12,7.80147945080535e-13,6.120862235781112e-14,2.849970011304079e-12,2.7606760516704507e-13,7.235271254483828e-13,7.607412797800228e-10,3.093888532389937e-13,4.423695492024253e-13,8.408908993821477e-13,2.5396503299000444e-13,3.09224437412178e-14,1.0470415806829441e-13,2.047613880772446e-13,8.941624640828713e-14,1.2035837739075806e-13,1.7725154290099014e-13,1.141957734182067e-14,2.4273256548922286e-13
2076,2.880238309040593e-15,1.003261981412843e-12,2.322209097315102e-12,3.956097471856375e-12,6.663265837474412e-13,5.2278458834314155e-14,2.434167575685736e-12,2.3579013477634246e-13,6.179665949679806e-13,6.497512955945197e-10,2.642499085592725e-13,3.7782910337397263e-13,7.182073342760995e-13,2.169143176076279e-13,2.641584648299964e-14,8.952702831848634e-14,1.7787207452069108e-13,7.804430921894506e-14,1.0511835465428973e-13,1.5836510379157703e-13,1.0240289524790807e-14,2.1914626443447676e-13
